Índice;Torrent;Titulo (Año);Titulo;Año;Calidad;Resolucion;Tipo;Idioma;Capitulo;Índice;Magnet;Infohash;ID;Score;Url
1911;Jugando con fuegos [HDTV][720p][Cap.101];Jugando con fuegos;Jugando con fuegos;;HDTV;HD;Serie;;101;1911;magnet:?xt=urn:btih:17a95f22ed226fc0150d4e64c7af74ff8a0ae75b;17a95f22ed226fc0150d4e64c7af74ff8a0ae75b;96dc6f58c16a7127217efd71d44c095b25744c7c;6.6;https://image.tmdb.org/t/p/w185/73dhIN2DsgAygDkIjG58lS5B6N0.jpg
1912;Jugando con fuegos [HDTV][720p][Cap.102];Jugando con fuegos;Jugando con fuegos;;HDTV;HD;Serie;;102;1912;magnet:?xt=urn:btih:9ed1883104b1d01f96a2585a3dfebb27a5daf433;9ed1883104b1d01f96a2585a3dfebb27a5daf433;abc2b94937eb2b5f8b60c7c34af5f2ab9975f504;6.6;https://image.tmdb.org/t/p/w185/73dhIN2DsgAygDkIjG58lS5B6N0.jpg
1913;Jugando con fuegos [HDTV][720p][Cap.103];Jugando con fuegos;Jugando con fuegos;;HDTV;HD;Serie;;103;1913;magnet:?xt=urn:btih:5dc7563253d14fbcce8da185c2a33fee7bf4063c;5dc7563253d14fbcce8da185c2a33fee7bf4063c;5a8b5135346d1d2c374686fd71153e65267d65e9;6.6;https://image.tmdb.org/t/p/w185/73dhIN2DsgAygDkIjG58lS5B6N0.jpg
1914;Jugando con fuegos [HDTV][720p][Cap.104];Jugando con fuegos;Jugando con fuegos;;HDTV;HD;Serie;;104;1914;magnet:?xt=urn:btih:97a32b283f56b35cf97b9454f7c45bb4d36dc2f4;97a32b283f56b35cf97b9454f7c45bb4d36dc2f4;0;6.6;https://image.tmdb.org/t/p/w185/73dhIN2DsgAygDkIjG58lS5B6N0.jpg
1915;Jugando con fuegos [HDTV][720p][Cap.105];Jugando con fuegos;Jugando con fuegos;;HDTV;HD;Serie;;105;1915;magnet:?xt=urn:btih:099ab5b338f9a6fdf1b5c2e9c2e9106a653bb587;099ab5b338f9a6fdf1b5c2e9c2e9106a653bb587;0;6.6;https://image.tmdb.org/t/p/w185/73dhIN2DsgAygDkIjG58lS5B6N0.jpg
1916;Jugando con fuegos [HDTV][720p][Cap.106];Jugando con fuegos;Jugando con fuegos;;HDTV;HD;Serie;;106;1916;magnet:?xt=urn:btih:f8903513e55cce5d29ba3f87d96a777dd6038548;f8903513e55cce5d29ba3f87d96a777dd6038548;0;6.6;https://image.tmdb.org/t/p/w185/73dhIN2DsgAygDkIjG58lS5B6N0.jpg
1917;Justified City Primeval [2160p][Cap.106];Justified City Primeval;Justified City Primeval;;;4K;Serie;;106;1917;magnet:?xt=urn:btih:39356fd920b259eaf505e19b9d45ae3adc8d5840;39356fd920b259eaf505e19b9d45ae3adc8d5840;0;7.2;https://image.tmdb.org/t/p/w185/sbQCbn2t8mZp7mmGqJlQWbejpLT.jpg
1918;Justified City Primeval [2160p][Cap.107];Justified City Primeval;Justified City Primeval;;;4K;Serie;;107;1918;magnet:?xt=urn:btih:d86e2429ac840e142ab4f00300646fd8efd33c37;d86e2429ac840e142ab4f00300646fd8efd33c37;0;7.2;https://image.tmdb.org/t/p/w185/sbQCbn2t8mZp7mmGqJlQWbejpLT.jpg
1919;Justified Ciudad Salvaje [2160p][Cap.101];Justified Ciudad Salvaje;Justified Ciudad Salvaje;;;4K;Serie;;101;1919;magnet:?xt=urn:btih:3b19a2ac9630404304b8ab62c9f9c5fc2ea97552;3b19a2ac9630404304b8ab62c9f9c5fc2ea97552;0;7.2;https://image.tmdb.org/t/p/w185/sbQCbn2t8mZp7mmGqJlQWbejpLT.jpg
1920;Justified Ciudad Salvaje [2160p][Cap.102];Justified Ciudad Salvaje;Justified Ciudad Salvaje;;;4K;Serie;;102;1920;magnet:?xt=urn:btih:c173a48fba71fbfaa16abb2c087e201f106a8564;c173a48fba71fbfaa16abb2c087e201f106a8564;0;7.2;https://image.tmdb.org/t/p/w185/sbQCbn2t8mZp7mmGqJlQWbejpLT.jpg
1921;Justified Ciudad Salvaje [2160p][Cap.106];Justified Ciudad Salvaje;Justified Ciudad Salvaje;;;4K;Serie;;106;1921;magnet:?xt=urn:btih:0b9e888e2b8433c8f6dcad9854e9bf683337dc8e;0b9e888e2b8433c8f6dcad9854e9bf683337dc8e;0;7.2;https://image.tmdb.org/t/p/w185/sbQCbn2t8mZp7mmGqJlQWbejpLT.jpg
1922;Justified Ciudad Salvaje [2160p][Cap.108];Justified Ciudad Salvaje;Justified Ciudad Salvaje;;;4K;Serie;;108;1922;magnet:?xt=urn:btih:d97bd51ba23975c8069b30ac5fc1d7ac8ba1cd0e;d97bd51ba23975c8069b30ac5fc1d7ac8ba1cd0e;0;7.2;https://image.tmdb.org/t/p/w185/sbQCbn2t8mZp7mmGqJlQWbejpLT.jpg
1923;Justified Ciudad Salvaje [HDTV][1080p][Cap.101];Justified Ciudad Salvaje;Justified Ciudad Salvaje;;HDTV;FHD;Serie;;101;1923;magnet:?xt=urn:btih:82108fa350e56085f5d689aff7149f6b6db96bcf;82108fa350e56085f5d689aff7149f6b6db96bcf;de9528c6a7d40ca5cc47e217265d1eb553e47b7a;7.2;https://image.tmdb.org/t/p/w185/sbQCbn2t8mZp7mmGqJlQWbejpLT.jpg
1924;Justified Ciudad Salvaje [HDTV][1080p][Cap.102];Justified Ciudad Salvaje;Justified Ciudad Salvaje;;HDTV;FHD;Serie;;102;1924;magnet:?xt=urn:btih:803fef4621a61ed0328b6e57794ad536bd842173;803fef4621a61ed0328b6e57794ad536bd842173;4ce5bce03c7fd0d692058034c60aaee5d336e682;7.2;https://image.tmdb.org/t/p/w185/sbQCbn2t8mZp7mmGqJlQWbejpLT.jpg
1925;Justified Ciudad Salvaje [HDTV][1080p][Cap.103];Justified Ciudad Salvaje;Justified Ciudad Salvaje;;HDTV;FHD;Serie;;103;1925;magnet:?xt=urn:btih:90108fba21c01f233b09e7a1b084551713312cc9;90108fba21c01f233b09e7a1b084551713312cc9;d11aae686811ab32fde518733a71a0010f0b49c7;7.2;https://image.tmdb.org/t/p/w185/sbQCbn2t8mZp7mmGqJlQWbejpLT.jpg
1926;Justified Ciudad Salvaje [HDTV][1080p][Cap.105];Justified Ciudad Salvaje;Justified Ciudad Salvaje;;HDTV;FHD;Serie;;105;1926;magnet:?xt=urn:btih:4dcfba41cf8a40730accf43b81c12b7d6f3e2604;4dcfba41cf8a40730accf43b81c12b7d6f3e2604;0;7.2;https://image.tmdb.org/t/p/w185/sbQCbn2t8mZp7mmGqJlQWbejpLT.jpg
1927;Justified Ciudad Salvaje [HDTV][1080p][Cap.106];Justified Ciudad Salvaje;Justified Ciudad Salvaje;;HDTV;FHD;Serie;;106;1927;magnet:?xt=urn:btih:9bf0a5f011d2cfdc9c128dff9acb592d08e7784f;9bf0a5f011d2cfdc9c128dff9acb592d08e7784f;0;7.2;https://image.tmdb.org/t/p/w185/sbQCbn2t8mZp7mmGqJlQWbejpLT.jpg
1928;Justified Ciudad salvaje [HDTV][1080p][Cap.107];Justified Ciudad salvaje;Justified Ciudad salvaje;;HDTV;FHD;Serie;;107;1928;magnet:?xt=urn:btih:bc5a48159ac3f41df3ade50ff69e6856ece06ed5;bc5a48159ac3f41df3ade50ff69e6856ece06ed5;0;7.2;https://image.tmdb.org/t/p/w185/sbQCbn2t8mZp7mmGqJlQWbejpLT.jpg
1929;Justified Ciudad Salvaje [HDTV][1080p][Cap.108];Justified Ciudad Salvaje;Justified Ciudad Salvaje;;HDTV;FHD;Serie;;108;1929;magnet:?xt=urn:btih:16d228691f048cee78454e1a09ded0e29b7eafea;16d228691f048cee78454e1a09ded0e29b7eafea;0;7.2;https://image.tmdb.org/t/p/w185/sbQCbn2t8mZp7mmGqJlQWbejpLT.jpg
1930;Justified Ciudad Salvaje [HDTV][480p][Cap.101];Justified Ciudad Salvaje;Justified Ciudad Salvaje;;HDTV;SD;Serie;;101;1930;magnet:?xt=urn:btih:d58f8ad478e3754ff75d95f4788993681a5f9767;d58f8ad478e3754ff75d95f4788993681a5f9767;0741e8be0eddab348d5caecaa7752108f49d5cbb;7.2;https://image.tmdb.org/t/p/w185/sbQCbn2t8mZp7mmGqJlQWbejpLT.jpg
1931;Justified Ciudad Salvaje [HDTV][480p][Cap.102];Justified Ciudad Salvaje;Justified Ciudad Salvaje;;HDTV;SD;Serie;;102;1931;magnet:?xt=urn:btih:817f4c73e977460ec83a019b6b515b234c2a0afe;817f4c73e977460ec83a019b6b515b234c2a0afe;16391641536c8b79175338ff392d871d6cd40686;7.2;https://image.tmdb.org/t/p/w185/sbQCbn2t8mZp7mmGqJlQWbejpLT.jpg
1932;Justified Ciudad Salvaje [HDTV][480p][Cap.103];Justified Ciudad Salvaje;Justified Ciudad Salvaje;;HDTV;SD;Serie;;103;1932;magnet:?xt=urn:btih:5df6a9e93dc277419763b2bf267f6d552c04f728;5df6a9e93dc277419763b2bf267f6d552c04f728;25b92402af033f37b68673ab8ecdf3ccab2c6ab2;7.2;https://image.tmdb.org/t/p/w185/sbQCbn2t8mZp7mmGqJlQWbejpLT.jpg
1933;Justified Ciudad Salvaje [HDTV][480p][Cap.105];Justified Ciudad Salvaje;Justified Ciudad Salvaje;;HDTV;SD;Serie;;105;1933;magnet:?xt=urn:btih:96cfa601e1ab28ca6cad000340fdc05f9a617b21;96cfa601e1ab28ca6cad000340fdc05f9a617b21;fec0992b4fbd477267b466f99f6247601f1ac720;7.2;https://image.tmdb.org/t/p/w185/sbQCbn2t8mZp7mmGqJlQWbejpLT.jpg
1934;Justified Ciudad Salvaje [HDTV][480p][Cap.106];Justified Ciudad Salvaje;Justified Ciudad Salvaje;;HDTV;SD;Serie;;106;1934;magnet:?xt=urn:btih:5836cb0a11e839b5f28f92cc5f7480d8a132835c;5836cb0a11e839b5f28f92cc5f7480d8a132835c;9ceb9af1093e342f3a39468e59268b45c2033c4b;7.2;https://image.tmdb.org/t/p/w185/sbQCbn2t8mZp7mmGqJlQWbejpLT.jpg
1935;Justified Ciudad salvaje [HDTV][480p][Cap.107];Justified Ciudad salvaje;Justified Ciudad salvaje;;HDTV;SD;Serie;;107;1935;magnet:?xt=urn:btih:a2b16762047a3ca5b4ed8889dc4733adda97f911;a2b16762047a3ca5b4ed8889dc4733adda97f911;5e0de2e4d8bdd4b435394bca271cef0e29766675;7.2;https://image.tmdb.org/t/p/w185/sbQCbn2t8mZp7mmGqJlQWbejpLT.jpg
1936;Justified Ciudad Salvaje [HDTV][480p][Cap.108];Justified Ciudad Salvaje;Justified Ciudad Salvaje;;HDTV;SD;Serie;;108;1936;magnet:?xt=urn:btih:7e5ac1a0f0f8cc78d073668050090431fa180cfe;7e5ac1a0f0f8cc78d073668050090431fa180cfe;d0195b55b79290769c9e3dc4d427bfcc78cf0ca0;7.2;https://image.tmdb.org/t/p/w185/sbQCbn2t8mZp7mmGqJlQWbejpLT.jpg
1937;Justified Ciudad Salvaje [HDTV][720p][Cap.101];Justified Ciudad Salvaje;Justified Ciudad Salvaje;;HDTV;HD;Serie;;101;1937;magnet:?xt=urn:btih:9949bb181cd58d2d8414f6372b3e8c0bae76b750;9949bb181cd58d2d8414f6372b3e8c0bae76b750;905eb4485ae591e5e1ec32c85dd1181a6fe362c6;7.2;https://image.tmdb.org/t/p/w185/sbQCbn2t8mZp7mmGqJlQWbejpLT.jpg
1938;Justified Ciudad Salvaje [HDTV][720p][Cap.102];Justified Ciudad Salvaje;Justified Ciudad Salvaje;;HDTV;HD;Serie;;102;1938;magnet:?xt=urn:btih:cff835743dac576cc28ff2e79eb19878f52569df;cff835743dac576cc28ff2e79eb19878f52569df;48740919130e7e8af5a542e627e1e690fa7fadea;7.2;https://image.tmdb.org/t/p/w185/sbQCbn2t8mZp7mmGqJlQWbejpLT.jpg
1939;Justified Ciudad Salvaje [HDTV][720p][Cap.103];Justified Ciudad Salvaje;Justified Ciudad Salvaje;;HDTV;HD;Serie;;103;1939;magnet:?xt=urn:btih:8fabee1fa1246ee8ee149d07d4dbcd2a3018d929;8fabee1fa1246ee8ee149d07d4dbcd2a3018d929;a8c3879a6ee2950368de4f75e1f37f1bac301370;7.2;https://image.tmdb.org/t/p/w185/sbQCbn2t8mZp7mmGqJlQWbejpLT.jpg
1940;Justified Ciudad Salvaje [HDTV][720p][Cap.105];Justified Ciudad Salvaje;Justified Ciudad Salvaje;;HDTV;HD;Serie;;105;1940;magnet:?xt=urn:btih:cc32d33afa02c811c404f7eddf3130af72c92308;cc32d33afa02c811c404f7eddf3130af72c92308;6176a254722e8cd4b3a07c3df04b3faf26b8eaad;7.2;https://image.tmdb.org/t/p/w185/sbQCbn2t8mZp7mmGqJlQWbejpLT.jpg
1941;Justified Ciudad salvaje [HDTV][720p][Cap.107];Justified Ciudad salvaje;Justified Ciudad salvaje;;HDTV;HD;Serie;;107;1941;magnet:?xt=urn:btih:6db1e64c3fc453868a8961bfe7fd434ccbd43664;6db1e64c3fc453868a8961bfe7fd434ccbd43664;8e28615323500421c744b6df3317206703fbee31;7.2;https://image.tmdb.org/t/p/w185/sbQCbn2t8mZp7mmGqJlQWbejpLT.jpg
1942;Justified Ciudad Salvaje [HDTV][720p][Cap.108];Justified Ciudad Salvaje;Justified Ciudad Salvaje;;HDTV;HD;Serie;;108;1942;magnet:?xt=urn:btih:623a00f39ee1505f240176dde5cb45ab42308fff;623a00f39ee1505f240176dde5cb45ab42308fff;7f72da4728a5fa8de28cb3f7e0d6691a650991bd;7.2;https://image.tmdb.org/t/p/w185/sbQCbn2t8mZp7mmGqJlQWbejpLT.jpg
1943;Kids in Crime [HDTV][1080p][Cap.101];Kids in Crime;Kids in Crime;;HDTV;FHD;Serie;;101;1943;magnet:?xt=urn:btih:20225f64ee0659c68b74d9e35d702cdb9b68a5af;20225f64ee0659c68b74d9e35d702cdb9b68a5af;0;4.7;https://image.tmdb.org/t/p/w185/8gRCTCQeedOJZjsNx9yLDftlFzg.jpg
1944;Kids in Crime [HDTV][1080p][Cap.102];Kids in Crime;Kids in Crime;;HDTV;FHD;Serie;;102;1944;magnet:?xt=urn:btih:3c4236b6797419b35ef37669e3c27b4a401acae4;3c4236b6797419b35ef37669e3c27b4a401acae4;0;4.7;https://image.tmdb.org/t/p/w185/8gRCTCQeedOJZjsNx9yLDftlFzg.jpg
1945;Kids in Crime [HDTV][1080p][Cap.103];Kids in Crime;Kids in Crime;;HDTV;FHD;Serie;;103;1945;magnet:?xt=urn:btih:4e3e351659a58c81b1a6f12675f2449d1dc009bd;4e3e351659a58c81b1a6f12675f2449d1dc009bd;0;4.7;https://image.tmdb.org/t/p/w185/8gRCTCQeedOJZjsNx9yLDftlFzg.jpg
1946;Kids in Crime [HDTV][1080p][Cap.104];Kids in Crime;Kids in Crime;;HDTV;FHD;Serie;;104;1946;magnet:?xt=urn:btih:6b16d9d5e0ea86bfc2b49113d01719e9dd9a812b;6b16d9d5e0ea86bfc2b49113d01719e9dd9a812b;0;4.7;https://image.tmdb.org/t/p/w185/8gRCTCQeedOJZjsNx9yLDftlFzg.jpg
1947;Kids in Crime [HDTV][1080p][Cap.105];Kids in Crime;Kids in Crime;;HDTV;FHD;Serie;;105;1947;magnet:?xt=urn:btih:7a106d924cfdbd3646236624ba8c5c2868c13ac3;7a106d924cfdbd3646236624ba8c5c2868c13ac3;0;4.7;https://image.tmdb.org/t/p/w185/8gRCTCQeedOJZjsNx9yLDftlFzg.jpg
1948;Kids in Crime [HDTV][1080p][Cap.106];Kids in Crime;Kids in Crime;;HDTV;FHD;Serie;;106;1948;magnet:?xt=urn:btih:c7e3ff07bf3671abe1b299415830f9e2cb98c06a;c7e3ff07bf3671abe1b299415830f9e2cb98c06a;0;4.7;https://image.tmdb.org/t/p/w185/8gRCTCQeedOJZjsNx9yLDftlFzg.jpg
1949;Kids in Crime [HDTV][1080p][Cap.107];Kids in Crime;Kids in Crime;;HDTV;FHD;Serie;;107;1949;magnet:?xt=urn:btih:397a8a08e668e7a9a8d1302d2584ea5e86489d1c;397a8a08e668e7a9a8d1302d2584ea5e86489d1c;0;4.7;https://image.tmdb.org/t/p/w185/8gRCTCQeedOJZjsNx9yLDftlFzg.jpg
1950;Kids in Crime [HDTV][1080p][Cap.108];Kids in Crime;Kids in Crime;;HDTV;FHD;Serie;;108;1950;magnet:?xt=urn:btih:8bcbecfe9bc55941e10d92f67685e45e86cf3df2;8bcbecfe9bc55941e10d92f67685e45e86cf3df2;0;4.7;https://image.tmdb.org/t/p/w185/8gRCTCQeedOJZjsNx9yLDftlFzg.jpg
1951;Kids in Crime [HDTV][480p][Cap.101];Kids in Crime;Kids in Crime;;HDTV;SD;Serie;;101;1951;magnet:?xt=urn:btih:f2a6a36309830b4ea66eb1257767b3f4da20f87f;f2a6a36309830b4ea66eb1257767b3f4da20f87f;5975c1392c40484c1edf8d9443700a57c5bdb1e3;4.7;https://image.tmdb.org/t/p/w185/8gRCTCQeedOJZjsNx9yLDftlFzg.jpg
1952;Kids in Crime [HDTV][480p][Cap.102];Kids in Crime;Kids in Crime;;HDTV;SD;Serie;;102;1952;magnet:?xt=urn:btih:4e22fc301bf395ac7f6373b39f99dff9808b2034;4e22fc301bf395ac7f6373b39f99dff9808b2034;df275c224488ef6f3d324a379b5686bb17a65157;4.7;https://image.tmdb.org/t/p/w185/8gRCTCQeedOJZjsNx9yLDftlFzg.jpg
1953;Kids in Crime [HDTV][480p][Cap.103];Kids in Crime;Kids in Crime;;HDTV;SD;Serie;;103;1953;magnet:?xt=urn:btih:6164e2b8b3c49cfd660a73404ee9595a67bf8b92;6164e2b8b3c49cfd660a73404ee9595a67bf8b92;c36870a4acaea92312a9a47ccc6b36d4583c02a4;4.7;https://image.tmdb.org/t/p/w185/8gRCTCQeedOJZjsNx9yLDftlFzg.jpg
1954;Kids in Crime [HDTV][480p][Cap.104];Kids in Crime;Kids in Crime;;HDTV;SD;Serie;;104;1954;magnet:?xt=urn:btih:4ca5a88b09b8b4af82d1112dda04aeec2c9838c9;4ca5a88b09b8b4af82d1112dda04aeec2c9838c9;7ab30a96a94397f1cf0968bb153979b5ad40a8d7;4.7;https://image.tmdb.org/t/p/w185/8gRCTCQeedOJZjsNx9yLDftlFzg.jpg
1955;Kids in Crime [HDTV][480p][Cap.105];Kids in Crime;Kids in Crime;;HDTV;SD;Serie;;105;1955;magnet:?xt=urn:btih:97c01665d3ed1afe065ea34bf200708204d1cee9;97c01665d3ed1afe065ea34bf200708204d1cee9;0;4.7;https://image.tmdb.org/t/p/w185/8gRCTCQeedOJZjsNx9yLDftlFzg.jpg
1956;Kids in Crime [HDTV][480p][Cap.106];Kids in Crime;Kids in Crime;;HDTV;SD;Serie;;106;1956;magnet:?xt=urn:btih:595c5fc0fb990b2dd0531690cc58e4b1ce349492;595c5fc0fb990b2dd0531690cc58e4b1ce349492;0;4.7;https://image.tmdb.org/t/p/w185/8gRCTCQeedOJZjsNx9yLDftlFzg.jpg
1957;Kids in Crime [HDTV][480p][Cap.107];Kids in Crime;Kids in Crime;;HDTV;SD;Serie;;107;1957;magnet:?xt=urn:btih:8094f61d4754ba997f63c3214011eaeadc11aa9a;8094f61d4754ba997f63c3214011eaeadc11aa9a;0;4.7;https://image.tmdb.org/t/p/w185/8gRCTCQeedOJZjsNx9yLDftlFzg.jpg
1958;Kids in Crime [HDTV][480p][Cap.108];Kids in Crime;Kids in Crime;;HDTV;SD;Serie;;108;1958;magnet:?xt=urn:btih:fcfb6b6b2257a0a01be37639b2ae00ec6a70722c;fcfb6b6b2257a0a01be37639b2ae00ec6a70722c;0;4.7;https://image.tmdb.org/t/p/w185/8gRCTCQeedOJZjsNx9yLDftlFzg.jpg
1959;Kids in Crime [HDTV][720p][Cap.101];Kids in Crime;Kids in Crime;;HDTV;HD;Serie;;101;1959;magnet:?xt=urn:btih:f10f13f79895e7c35b3e2afa2fc4c51f7c483392;f10f13f79895e7c35b3e2afa2fc4c51f7c483392;47199c7844abd91bad8d6a3fe38cad03abbd1fdb;4.7;https://image.tmdb.org/t/p/w185/8gRCTCQeedOJZjsNx9yLDftlFzg.jpg
1960;Kids in Crime [HDTV][720p][Cap.102];Kids in Crime;Kids in Crime;;HDTV;HD;Serie;;102;1960;magnet:?xt=urn:btih:90ce455ae192e5e972bdb15c69e423769f83a63a;90ce455ae192e5e972bdb15c69e423769f83a63a;26b22db3c8265f735a2fb09bcfd3bc88bc392589;4.7;https://image.tmdb.org/t/p/w185/8gRCTCQeedOJZjsNx9yLDftlFzg.jpg
1961;Kids in Crime [HDTV][720p][Cap.103];Kids in Crime;Kids in Crime;;HDTV;HD;Serie;;103;1961;magnet:?xt=urn:btih:88bbc5ebbfdb54b3e7eb76a6f71a426489c6fe18;88bbc5ebbfdb54b3e7eb76a6f71a426489c6fe18;72b6db9f2236b2c1a8fa294a5b768f9703134710;4.7;https://image.tmdb.org/t/p/w185/8gRCTCQeedOJZjsNx9yLDftlFzg.jpg
1962;Kids in Crime [HDTV][720p][Cap.104];Kids in Crime;Kids in Crime;;HDTV;HD;Serie;;104;1962;magnet:?xt=urn:btih:8baa6c0cfd8c57d010b986cba2e1d0862ef991e4;8baa6c0cfd8c57d010b986cba2e1d0862ef991e4;0;4.7;https://image.tmdb.org/t/p/w185/8gRCTCQeedOJZjsNx9yLDftlFzg.jpg
1963;Kids in Crime [HDTV][720p][Cap.105];Kids in Crime;Kids in Crime;;HDTV;HD;Serie;;105;1963;magnet:?xt=urn:btih:489859c082cb0f113c84d0df56433234bcfa298e;489859c082cb0f113c84d0df56433234bcfa298e;0;4.7;https://image.tmdb.org/t/p/w185/8gRCTCQeedOJZjsNx9yLDftlFzg.jpg
1964;Kids in Crime [HDTV][720p][Cap.106];Kids in Crime;Kids in Crime;;HDTV;HD;Serie;;106;1964;magnet:?xt=urn:btih:72632910b06b65153fab50696eb518663cd06f54;72632910b06b65153fab50696eb518663cd06f54;0;4.7;https://image.tmdb.org/t/p/w185/8gRCTCQeedOJZjsNx9yLDftlFzg.jpg
1965;Kids in Crime [HDTV][720p][Cap.107];Kids in Crime;Kids in Crime;;HDTV;HD;Serie;;107;1965;magnet:?xt=urn:btih:cc06242b39a147bc12bd86febdfc36fb14216adf;cc06242b39a147bc12bd86febdfc36fb14216adf;0;4.7;https://image.tmdb.org/t/p/w185/8gRCTCQeedOJZjsNx9yLDftlFzg.jpg
1966;Kids in Crime [HDTV][720p][Cap.108];Kids in Crime;Kids in Crime;;HDTV;HD;Serie;;108;1966;magnet:?xt=urn:btih:81033a0442ed7a469b39367564870de4c83ce487;81033a0442ed7a469b39367564870de4c83ce487;0;4.7;https://image.tmdb.org/t/p/w185/8gRCTCQeedOJZjsNx9yLDftlFzg.jpg
1967;Kiff [HDTV][1080p][Cap.101];Kiff;Kiff;;HDTV;FHD;Serie;;101;1967;magnet:?xt=urn:btih:9c3d80d6b96aff8cce7100e791fd88513ed8ae36;9c3d80d6b96aff8cce7100e791fd88513ed8ae36;0;8.2;https://image.tmdb.org/t/p/w185/h7xhJ1uWu7FurJ3W5iKzrfiPF3K.jpg
1968;Kiff [HDTV][1080p][Cap.102];Kiff;Kiff;;HDTV;FHD;Serie;;102;1968;magnet:?xt=urn:btih:5b46f9257695cc1a7d422143d3928bcd33add32c;5b46f9257695cc1a7d422143d3928bcd33add32c;0;8.2;https://image.tmdb.org/t/p/w185/h7xhJ1uWu7FurJ3W5iKzrfiPF3K.jpg
1969;Kiff [HDTV][1080p][Cap.103];Kiff;Kiff;;HDTV;FHD;Serie;;103;1969;magnet:?xt=urn:btih:b0bb3b20d7086647e82bcc0bbac4978d17e77871;b0bb3b20d7086647e82bcc0bbac4978d17e77871;e3c204d128904eb512baa83a080016abc78cf0b1;8.2;https://image.tmdb.org/t/p/w185/h7xhJ1uWu7FurJ3W5iKzrfiPF3K.jpg
1970;Kiff [HDTV][1080p][Cap.104];Kiff;Kiff;;HDTV;FHD;Serie;;104;1970;magnet:?xt=urn:btih:7d8e44e08b897bdfcd43876debb078c04c5f4f67;7d8e44e08b897bdfcd43876debb078c04c5f4f67;0;8.2;https://image.tmdb.org/t/p/w185/h7xhJ1uWu7FurJ3W5iKzrfiPF3K.jpg
1971;Kiff [HDTV][1080p][Cap.105];Kiff;Kiff;;HDTV;FHD;Serie;;105;1971;magnet:?xt=urn:btih:ab6c5f8510c603af0d31b60d414a1b282c40c05a;ab6c5f8510c603af0d31b60d414a1b282c40c05a;0;8.2;https://image.tmdb.org/t/p/w185/h7xhJ1uWu7FurJ3W5iKzrfiPF3K.jpg
1972;Kiff [HDTV][1080p][Cap.106];Kiff;Kiff;;HDTV;FHD;Serie;;106;1972;magnet:?xt=urn:btih:f91a31e1053325c715f956c6203190cd40fc8a7a;f91a31e1053325c715f956c6203190cd40fc8a7a;0;8.2;https://image.tmdb.org/t/p/w185/h7xhJ1uWu7FurJ3W5iKzrfiPF3K.jpg
1973;Kill Mode (2023) [Bluray][1080p][Esp];Kill Mode (2023);Kill Mode;2023;Bluray;FHD;Pelicula;Castellano;;1973;magnet:?xt=urn:btih:ac15488f6559733100da8607205b761af4ae6a10;ac15488f6559733100da8607205b761af4ae6a10;076b2d901a7ebff4e7c1efb1108b59047417495c;;
1974;Kill Mode (2023) [Bluray][480p][Esp];Kill Mode (2023);Kill Mode;2023;Bluray;SD;Pelicula;Castellano;;1974;magnet:?xt=urn:btih:2f6fa2dafee591d19369a98662e59c2fa0aad766;2f6fa2dafee591d19369a98662e59c2fa0aad766;8241958d4e60584ce4c0286116aac9c9cb19082a;;
1975;Kill Mode (2023) [Bluray][720p][Esp];Kill Mode (2023);Kill Mode;2023;Bluray;HD;Pelicula;Castellano;;1975;magnet:?xt=urn:btih:6f68d091fb68e0b6177ee57bf830e1cba626040b;6f68d091fb68e0b6177ee57bf830e1cba626040b;a7e22f77f3cabe52bdbafb3b7f3785b3cb45ba0a;;
1976;Kim vs Kanye El divorcio [HDTV][1080p][Cap.101];Kim vs Kanye El divorcio;Kim vs Kanye El divorcio;;HDTV;FHD;Serie;;101;1976;magnet:?xt=urn:btih:100d326c272f473dbad65de103e6e3bf4979bd18;100d326c272f473dbad65de103e6e3bf4979bd18;0;6.0;https://image.tmdb.org/t/p/w185/AdbjuYXRAmqC3sBuCKkOS8GkKHJ.jpg
1977;Kim vs Kanye El divorcio [HDTV][1080p][Cap.102];Kim vs Kanye El divorcio;Kim vs Kanye El divorcio;;HDTV;FHD;Serie;;102;1977;magnet:?xt=urn:btih:edd1046220e47db71cf487b9edddb5a9f54855fe;edd1046220e47db71cf487b9edddb5a9f54855fe;0;6.0;https://image.tmdb.org/t/p/w185/AdbjuYXRAmqC3sBuCKkOS8GkKHJ.jpg
1978;krd.shn.3x09.m[720p]p.es;krd.shn.3x09.m;krd.shn.3x09.m;;;HD;Pelicula;;;1978;magnet:?xt=urn:btih:a4107ff88526804ab954b2e9f17e844a52fa3b2a;a4107ff88526804ab954b2e9f17e844a52fa3b2a;0;;
1979;krd.snn.3x10.m[720p]p.es;krd.snn.3x10.m;krd.snn.3x10.m;;;HD;Pelicula;;;1979;magnet:?xt=urn:btih:7c2204abf0688c38fecc45da2fb3e499e8fb3ba8;7c2204abf0688c38fecc45da2fb3e499e8fb3ba8;0;;
1980;Kung Fu Panda El Caballero Del Dragon [HDTV][1080p][Cap.301];Kung Fu Panda El Caballero Del Dragon;Kung Fu Panda El Caballero Del Dragon;;HDTV;FHD;Serie;;301;1980;magnet:?xt=urn:btih:8d1422f91896268e62f39724d68207ec48b09051;8d1422f91896268e62f39724d68207ec48b09051;0;7.7;https://image.tmdb.org/t/p/w185/i9vNcoJvQNLWkF4t1bbXM6y83tD.jpg
